"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"336","Kyle O'Quinn","PF","25","NYK","65","1","11.8","2.0","4.2",".476","0.1","0.3",".227","1.9","3.8",".498",".485","0.7","0.9",".767","1.2","2.7","3.8","1.1","0.3","0.8","0.9","1.6","4.8","0","17.5",".520",".081",".221","11.0","24.5","17.9","15.9","1.3","4.9","17.0","21.2","0.5","1.2","1.6",".103","-1.8","2.5","0.7","0.5","0","0","0","1","1"
"337","Jahlil Okafor","C","20","PHI","53","48","30.0","7.5","14.7",".508","0.0","0.1",".167","7.5","14.6",".511",".509","2.5","3.7",".686","2.3","4.7","7.0","1.2","0.4","1.2","2.3","2.6","17.5","1","17.1",".536",".008",".248","8.1","17.8","12.8","8.2","0.7","2.9","12.5","27.3","0.3","0.9","1.2",".037","-2.6","-1.5","-4.1","-0.8","0","0","0","0","1"
"338","Victor Oladipo","SG","23","ORL","72","52","33.0","5.9","13.5",".438","1.4","3.9",".348","4.5","9.6",".475",".489","2.8","3.4",".830","0.7","4.1","4.8","3.9","1.6","0.8","2.1","2.4","16.0","1","16.7",".534",".291",".255","2.2","14.0","8.0","18.6","2.4","1.9","12.4","22.9","2.2","2.7","4.9",".099","1.0","0.8","1.8","2.3","1","1","0","0","0"
"339","Kelly Olynyk","C","24","BOS","69","8","20.2","3.7","8.1",".455","1.2","3.0",".405","2.4","5.0",".486",".531","1.4","1.9",".750","1.0","3.0","4.1","1.5","0.8","0.5","1.1","2.4","10.0","1","16.3",".561",".378",".230","5.4","16.2","10.7","11.9","1.8","1.8","10.8","20.9","2.1","2.0","4.1",".141","0.8","0.4","1.2","1.1","0","0","0","0","1"
"340","Kelly Oubre","SF","20","WAS","63","9","10.7","1.4","3.3",".427","0.4","1.3",".316","1.0","2.1",".492",".486","0.5","0.8",".633","0.4","1.7","2.1","0.2","0.3","0.1","0.5","1.6","3.7","0","8.2",".507",".374",".232","4.1","18.4","11.1","2.8","1.6","0.8","12.8","17.4","-0.3","0.7","0.4",".031","-4.3","-1.6","-5.8","-0.7","0","0","0","0","0"
"341","Zaza Pachulia","C","31","DAL","76","69","26.4","2.9","6.2",".466","0.0","0.0",".000","2.9","6.1",".469",".466","2.8","3.6",".768","3.3","6.2","9.4","1.7","0.8","0.3","1.6","2.4","8.6","1","16.2",".550",".006",".587","13.7","25.7","19.7","9.7","1.6","0.9","16.8","16.2","3.4","2.7","6.0",".145","-0.8","2.2","1.4","1.7","0","0","0","0","1"
"342","Kostas Papanikolaou","SF","25","DEN","26","6","11.3","0.9","2.5",".364","0.4","1.2",".313","0.5","1.3",".412",".439","0.3","0.5",".643","0.3","1.2","1.5","0.6","0.5","0.2","0.8","0.9","2.6","0","6.0",".464",".485",".212","3.0","12.3","7.5","7.8","2.2","1.4","22.5","13.9","-0.4","0.2","-0.1","-0.022","-4.5","0.1","-4.3","-0.2","0","0","1","1","0"
"343","Jabari Parker","PF","20","MIL","76","72","31.7","5.8","11.8",".493","0.1","0.5",".257","5.7","11.4",".502",".498","2.3","3.0",".768","1.6","3.6","5.2","1.7","0.9","0.4","1.5","2.0","14.1","1","14.8",".535",".039",".254","5.9","12.8","9.4","8.9","1.5","1.0","10.4","20.9","2.4","1.2","3.6",".072","-0.9","-1.5","-2.4","-0.2","0","0","1","1","0"
"344","Tony Parker","PG","33","SAS","72","72","27.5","4.9","9.9",".493","0.4","0.9",".415","4.5","9.0",".501",".512","1.8","2.4",".760","0.2","2.2","2.4","5.3","0.8","0.2","1.8","1.6","11.9","0","16.2",".546",".092",".241","1.0","8.8","5.1","29.1","1.4","0.4","14.3","21.2","2.9","2.9","5.8",".142","0.4","-0.3","0.1","1.0","1","0","0","0","0"
"345","Chandler Parsons","SF","27","DAL","61","51","29.5","5.2","10.7",".492","1.7","4.1",".414","3.5","6.6",".540",".571","1.5","2.2",".684","0.5","4.2","4.7","2.8","0.8","0.3","1.6","1.9","13.7","0","16.2",".589",".386",".209","1.8","15.6","8.7","16.0","1.3","1.0","11.8","20.5","2.6","1.6","4.3",".114","1.6","0.3","1.9","1.8","0","0","1","1","0"
"346","Lamar Patterson","SG","24","ATL","35","0","11.3","0.8","2.3",".350","0.3","1.4",".245","0.5","0.9",".516",".425","0.5","0.6",".727","0.1","1.3","1.4","1.1","0.3","0.1","0.7","1.3","2.4","1","5.1",".468",".613",".275","1.1","12.4","6.9","13.6","1.1","0.4","20.4","12.8","-0.3","0.5","0.2",".025","-4.6","-0.3","-4.9","-0.3","0","1","0","0","0"
"347","Patrick Patterson","PF","26","TOR","79","0","25.6","2.6","6.2",".414","1.3","3.7",".362","1.2","2.5",".490",".521","0.4","0.4",".853","1.0","3.4","4.3","1.2","0.7","0.4","0.8","1.6","6.9","1","10.6",".534",".594",".069","4.4","14.8","9.7","7.1","1.4","1.3","11.3","12.9","1.6","2.0","3.6",".086","0.4","0.6","1.0","1.5","0","0","0","1","1"
"348","Chris Paul","PG","30","LAC","74","74","32.7","7.0","15.1",".462","1.6","4.4",".371","5.3","10.6",".501",".517","4.0","4.4",".896","0.5","3.7","4.2","10.0","2.1","0.2","2.6","2.5","19.5","1","26.2",".575",".295",".294","1.8","12.0","7.0","52.7","3.1","0.4","13.4","27.1","9.2","3.5","12.7",".253","7.3","0.5","7.8","6.0","1","0","0","0","0"
"349","Adreian Payne","PF","24","MIN","52","2","9.3","1.0","2.8",".366","0.2","0.6",".281","0.8","2.2",".389",".397","0.3","0.5",".654","0.4","1.8","2.1","0.6","0.3","0.2","0.7","1.5","2.5","1","5.6",".422",".221",".179","4.8","21.5","13.3","8.9","1.7","1.8","18.7","17.7","-0.9","0.4","-0.5","-0.047","-5.9","-0.2","-6.1","-0.5","0","0","0","1","0"
"350","Cameron Payne","PG","21","OKC","57","1","12.2","2.0","4.9",".410","0.6","1.9",".324","1.4","2.9",".467",".475","0.3","0.4",".792","0.2","1.3","1.5","1.9","0.6","0.1","0.8","1.4","5.0","1","12.9",".490",".399",".086","1.5","11.2","6.6","22.5","2.6","0.7","13.2","20.3","0.6","0.8","1.4",".093","-0.4","-0.9","-1.3","0.1","1","0","0","0","0"
"351","Elfrid Payton","PG","21","ORL","73","69","29.4","4.4","10.0",".436","0.4","1.3",".326","3.9","8.7",".451",".456","1.5","2.6",".589","1.1","2.5","3.6","6.4","1.2","0.3","2.4","2.2","10.7","1","13.9",".478",".126",".260","3.9","9.6","6.7","32.8","2.1","0.8","17.9","20.4","0.5","1.7","2.2",".050","-0.9","-0.5","-1.3","0.4","1","0","0","0","0"
"352","Nikola Pekovic","C","30","MIN","12","3","13.0","1.6","4.2",".380","0.0","0.0",".000","1.6","4.2",".380",".380","1.3","1.7",".800","0.6","1.2","1.8","0.9","0.1","0.0","0.8","1.8","4.5","0","6.5",".459",".000",".400","5.3","10.3","7.8","10.7","0.3","0.0","13.3","19.5","-0.1","0.0","-0.1","-0.022","-4.7","-3.5","-8.2","-0.2","0","0","0","0","1"
"353","Kendrick Perkins","C","31","NOP","37","5","14.6","1.1","2.0",".533","0.0","0.0",".000","1.1","2.0",".533",".533","0.3","0.7",".440","0.7","2.8","3.5","0.8","0.3","0.3","1.1","1.7","2.5","0","6.0",".529",".000",".333","4.9","21.8","13.1","7.9","1.0","1.7","32.3","10.4","-0.4","0.4","-0.1","-0.007","-5.6","1.3","-4.3","-0.3","0","0","0","0","1"
"354","Paul Pierce","SF","38","LAC","68","38","18.1","2.1","5.8",".363","1.1","3.6",".310","1.0","2.3",".445",".457","0.8","1.0",".818","0.2","2.6","2.7","1.0","0.5","0.3","0.9","1.9","6.1","0","8.2",".489",".610",".166","1.1","15.2","8.2","8.5","1.3","1.1","12.0","17.8","-0.6","1.4","0.9",".033","-2.5","-0.3","-2.8","-0.3","0","0","1","1","0"
"355","Tibor Pleiss","C","26","UTA","12","0","6.8","0.9","2.1",".440","0.0","0.2",".000","0.9","1.9",".478",".440","0.2","0.2","1.000","0.5","0.8","1.3","0.2","0.1","0.2","0.7","1.6","2.0","0","3.5",".464",".080",".080","8.6","12.8","10.7","4.0","0.6","2.1","23.6","19.1","-0.2","0.1","-0.1","-0.041","-7.0","-1.1","-8.1","-0.1","0","0","0","0","1"
"356","Mason Plumlee","C","25","POR","82","82","25.4","3.3","6.3",".516","0.0","0.0",".000","3.3","6.3",".520",".516","2.6","4.1",".642","2.5","5.2","7.7","2.8","0.8","1.0","1.9","3.1","9.1","1","17.2",".564",".008",".648","10.4","22.2","16.3","16.2","1.6","3.2","18.8","17.1","3.4","2.7","6.1",".140","-0.2","3.0","2.8","2.5","0","0","0","1","1"
"357","Miles Plumlee","C","27","MIL","61","14","14.3","2.3","3.8",".601","0.0","0.0",".000","2.3","3.8",".601",".601","0.6","1.0",".576","1.5","2.3","3.8","0.3","0.3","0.8","0.7","1.2","5.1","0","17.4",".606",".000",".253","12.5","18.0","15.2","2.9","1.2","4.9","13.4","15.5","1.4","0.8","2.2",".124","-1.4","-0.4","-1.8","0.0","0","0","0","1","1"
"358","Otto Porter","SF","22","WAS","75","73","30.3","4.5","9.6",".473","1.3","3.6",".367","3.2","6.0",".536",".541","1.3","1.7",".754","1.3","3.9","5.2","1.6","1.4","0.4","0.9","2.2","11.6","1","14.5",".564",".372",".176","4.7","14.7","9.6","7.9","2.2","1.1","8.3","16.2","3.0","2.7","5.6",".119","0.8","1.0","1.8","2.2","0","0","1","0","0"
"359","Bobby Portis","PF","20","CHI","62","4","17.8","3.0","7.0",".427","0.3","0.8",".308","2.7","6.2",".443",".445","0.8","1.1",".727","2.0","3.5","5.4","0.8","0.4","0.4","0.9","1.6","7.0","1","13.8",".469",".119",".151","12.0","20.0","16.1","7.5","1.1","1.5","10.4","20.7","0.3","1.3","1.5",".066","-2.4","-0.9","-3.3","-0.4","0","0","0","1","1"
"360","Kristaps Porzingis","PF","20","NYK","72","72","28.4","5.2","12.3",".421","1.1","3.4",".333","4.1","8.9",".454",".467","2.8","3.3",".838","1.8","5.5","7.3","1.3","0.7","1.9","1.7","2.8","14.3","1","17.7",".518",".274",".271","7.1","20.7","14.0","7.8","1.3","5.0","10.9","24.6","1.5","2.9","4.3",".102","-0.8","0.9","0.1","1.1","0","0","0","1","1"
"361","Dwight Powell","PF","24","DAL","69","2","14.4","2.1","4.3",".493","0.0","0.2",".125","2.1","4.1",".514",".497","1.5","2.1",".739","1.2","2.7","4.0","0.6","0.5","0.3","0.6","1.7","5.8","0","16.8",".557",".054",".480","9.3","20.9","15.1","7.2","1.8","2.0","10.0","18.4","1.8","1.3","3.1",".151","-1.3","1.0","-0.3","0.4","0","0","0","1","0"
"362","Norman Powell","SG","22","TOR","49","24","14.8","2.0","4.7",".424","0.7","1.8",".404","1.2","2.9",".436",".502","0.9","1.1",".811","0.3","1.9","2.3","1.0","0.6","0.2","0.7","1.2","5.6","0","13.3",".541",".389",".231","2.6","14.8","8.8","10.4","2.1","1.1","11.3","17.8","0.7","0.8","1.6",".105","-0.3","-0.1","-0.4","0.3","0","1","0","0","0"
"363","Phil Pressey","PG","24","TOT","23","0","12.3","1.3","3.4",".385","0.2","0.8",".222","1.1","2.6",".433",".410","0.6","1.1",".520","0.1","1.2","1.3","3.3","0.8","0.2","1.4","1.2","3.3","1","10.6",".433",".231",".321","1.1","11.1","6.0","40.7","3.1","1.1","27.0","18.7","-0.4","0.3","-0.1","-0.017","-4.8","-1.5","-6.4","-0.3","1","0","0","0","0"
"364","Ronnie Price","PG","32","PHO","62","18","19.5","1.9","4.9",".384","1.1","3.2",".347","0.8","1.7",".453",".497","0.5","0.7",".756","0.4","1.2","1.6","2.4","1.2","0.2","1.1","2.6","5.3","0","9.6",".517",".649",".136","2.2","6.8","4.4","17.9","3.0","0.9","17.9","13.7","0.4","1.0","1.4",".056","-0.7","-0.1","-0.8","0.4","1","1","0","0","0"
"365","Pablo Prigioni","PG","38","LAC","59","3","13.9","0.9","2.5",".374","0.5","1.6",".295","0.5","0.9",".519",".469","0.1","0.1",".875","0.6","1.3","1.9","2.2","0.9","0.0","0.8","1.4","2.5","0","10.2",".482",".646",".054","5.1","9.9","7.5","21.8","3.2","0.1","24.6","11.0","0.3","1.1","1.5",".087","-1.1","1.5","0.4","0.5","1","1","0","0","0"
"366","Tayshaun Prince","SF","35","MIN","77","44","19.0","1.3","3.0",".445","0.1","0.3",".174","1.3","2.7",".476",".454","0.2","0.2",".684","0.4","1.5","1.9","0.9","0.5","0.2","0.4","0.8","2.9","0","6.3",".466",".100",".083","2.6","9.0","5.8","7.0","1.2","0.7","10.2","8.1","0.1","0.3","0.4",".014","-2.9","-0.2","-3.1","-0.4","0","0","1","1","0"
"367","Julius Randle","PF","21","LAL","81","60","28.2","4.4","10.3",".429","0.1","0.4",".278","4.3","9.9",".436",".435","2.4","3.3",".715","2.1","8.1","10.2","1.8","0.7","0.4","1.8","3.0","11.3","1","13.9",".482",".043",".323","7.8","32.0","19.5","11.0","1.2","1.0","13.5","21.2","-0.3","1.9","1.6",".035","-3.7","0.0","-3.6","-0.9","0","0","0","1","0"
"368","Zach Randolph","PF","34","MEM","68","53","29.6","6.3","13.3",".475","0.1","0.4",".231","6.3","13.0",".482",".479","2.5","3.2",".796","2.6","5.1","7.8","2.1","0.6","0.2","1.5","2.1","15.3","1","18.3",".519",".029",".238","9.7","20.7","15.0","12.9","1.1","0.6","9.5","24.6","2.8","1.5","4.3",".103","0.3","-1.1","-0.8","0.6","0","0","0","1","1"
"369","J.J. Redick","SG","31","LAC","75","75","28.0","5.6","11.7",".480","2.7","5.6",".475","3.0","6.1",".484",".593","2.4","2.7",".888","0.1","1.7","1.9","1.4","0.6","0.1","1.0","1.8","16.3","1","17.5",".632",".478",".233","0.5","6.6","3.6","8.6","1.0","0.2","7.4","22.6","5.3","1.4","6.7",".154","3.5","-2.7","0.8","1.5","0","1","0","0","0"
"370","Willie Reed","PF","25","BRK","39","2","10.9","1.9","3.4",".571","0.0","0.0",".000","1.9","3.4",".571",".571","0.8","1.4",".545","1.3","1.9","3.1","0.3","0.2","0.8","0.4","1.2","4.7","1","19.2",".579",".000",".414","12.7","19.6","16.1","3.8","0.7","5.7","9.2","18.1","0.9","0.3","1.2",".134","-1.2","-0.4","-1.6","0.0","0","0","0","1","1"
"371","Josh Richardson","SG","22","MIA","52","2","21.3","2.4","5.2",".452","1.0","2.2",".461","1.3","3.0",".446",".550","0.8","1.2",".667","0.4","1.7","2.1","1.4","0.7","0.5","0.7","2.1","6.6","0","11.4",".569",".423",".232","2.2","8.5","5.5","9.7","1.7","1.7","10.5","13.8","1.3","1.2","2.5",".109","0.2","0.4","0.6","0.7","0","1","1","0","0"
"372","Austin Rivers","SG","23","LAC","67","7","21.9","3.4","7.7",".438","0.9","2.8",".335","2.4","4.9",".495",".498","1.2","1.7",".681","0.3","1.6","1.9","1.5","0.7","0.1","0.9","2.0","8.9","0","11.1",".523",".359",".225","1.7","7.9","4.8","10.6","1.6","0.5","9.7","19.4","0.6","1.3","1.9",".063","-1.2","-1.0","-2.2","-0.1","1","1","0","0","0"
"373","Andre Roberson","SG","24","OKC","70","70","22.2","1.9","3.9",".496","0.5","1.5",".311","1.5","2.4",".608",".555","0.5","0.8",".611","1.1","2.5","3.6","0.7","0.8","0.6","0.5","1.9","4.8","1","10.2",".566",".376",".197","5.9","11.4","8.8","4.0","1.7","2.0","10.5","9.1","1.8","1.6","3.4",".105","0.0","1.3","1.4","1.3","0","1","1","0","0"
"374","Brian Roberts","PG","30","TOT","51","0","9.2","1.5","3.2",".448","0.3","0.8",".357","1.2","2.4",".480",".494","0.8","0.9",".894","0.1","0.7","0.8","1.1","0.2","0.0","0.5","0.7","4.0","1","13.8",".552",".255",".285","1.4","8.2","4.8","18.6","1.1","0.3","11.0","19.8","0.7","0.3","1.0",".105","-1.1","-2.8","-3.9","-0.2","1","1","0","0","0"
"375","Glenn Robinson","SF","22","IND","45","4","11.3","1.4","3.4",".430","0.3","0.8",".378","1.1","2.5",".447",".477","0.6","0.9",".692","0.3","1.2","1.5","0.6","0.4","0.2","0.4","0.5","3.8","0","11.4",".508",".245",".258","2.6","12.0","7.3","7.7","1.7","1.4","9.7","16.1","0.2","0.6","0.8",".078","-3.0","0.0","-3.0","-0.1","0","0","0","0","0"
"376","Nate Robinson","PG","31","NOP","2","1","11.5","0.0","0.5",".000","0.0","0.5",".000","0.0","0.0",".000",".000","0.0","0.0",".000","0.0","0.0","0.0","2.0","0.5","0.0","0.0","2.5","0.0","0","2.6",".000","1.000",".000","0.0","0.0","0.0","21.8","2.2","0.0","0.0","1.9","0.0","0.0","0.0",".038","-6.1","-4.7","-10.8","-0.1","1","1","0","0","0"
"377","Thomas Robinson","PF","24","BRK","71","7","12.9","1.8","4.1",".447","0.0","0.0",".000","1.8","4.1",".448",".447","0.7","1.5",".431","1.9","3.1","5.1","0.6","0.5","0.5","1.0","1.6","4.3","0","14.5",".453",".003",".375","16.4","27.8","22.0","7.7","2.1","3.2","16.9","19.8","-0.5","1.1","0.6",".033","-3.8","0.9","-2.9","-0.2","0","0","0","1","1"
"378","Rajon Rondo","PG","29","SAC","72","72","35.2","4.9","10.9",".454","0.9","2.4",".365","4.1","8.5",".479",".494","1.2","2.1",".580","1.1","5.0","6.0","11.7","2.0","0.1","3.9","2.4","11.9","0","16.9",".506",".217",".192","3.3","15.2","9.3","48.0","2.7","0.3","24.7","18.8","2.3","2.3","4.6",".087","0.8","0.2","1.0","1.9","1","0","0","0","0"
"379","Derrick Rose","PG","27","CHI","66","66","31.8","6.8","15.9",".427","0.7","2.3",".293","6.1","13.6",".449",".448","2.2","2.7",".793","0.7","2.7","3.4","4.7","0.7","0.2","2.7","1.3","16.4","1","13.5",".479",".143",".171","2.4","8.8","5.6","25.5","1.1","0.5","13.4","27.3","-0.8","1.2","0.4",".009","-1.2","-2.1","-3.3","-0.7","1","0","0","0","0"
"380","Terrence Ross","SF","24","TOR","73","7","23.9","3.7","8.6",".431","1.8","4.6",".386","1.9","3.9",".484",".536","0.7","0.8",".790","0.3","2.2","2.5","0.8","0.7","0.3","0.6","1.6","9.9","0","12.9",".551",".542",".099","1.4","10.6","6.1","5.3","1.6","1.2","6.6","18.2","2.1","1.6","3.6",".100","1.1","-1.2","-0.2","0.8","0","1","1","0","0"
"381","Terry Rozier","PG","21","BOS","39","0","8.0","0.7","2.7",".274","0.2","0.7",".222","0.6","2.0",".291",".302","0.2","0.3",".800","0.6","1.0","1.6","0.9","0.2","0.0","0.5","0.6","1.8","1","5.0",".326",".255",".094","8.1","13.5","10.8","16.5","0.9","0.3","14.7","17.7","-0.6","0.3","-0.3","-0.047","-5.9","-0.8","-6.6","-0.4","1","0","0","0","0"
"382","Ricky Rubio","PG","25","MIN","76","76","30.6","2.9","7.7",".374","0.8","2.5",".326","2.1","5.2",".396",".427","3.5","4.1",".847","0.5","3.8","4.3","8.7","2.1","0.1","2.5","2.6","10.1","0","17.6",".529",".324",".536","2.0","14.1","8.2","41.4","3.5","0.4","21.0","17.7","3.6","2.2","5.8",".119","1.8","0.1","1.9","2.3","1","0","0","0","0"
"383","Damjan Rudez","SF","29","MIN","33","0","8.4","0.8","1.9",".403","0.5","1.5",".340","0.2","0.4",".667",".540","0.2","0.2","1.000","0.2","0.5","0.6","0.3","0.1","0.0","0.4","1.0","2.3","1","5.5",".572",".806",".129","2.1","6.2","4.2","5.8","0.5","0.3","16.6","12.7","0.1","0.0","0.1",".009","-1.2","-3.5","-4.7","-0.2","0","1","1","0","0"
"384","Brandon Rush","SG","30","GSW","72","25","14.7","1.5","3.6",".427","0.9","2.2",".414","0.6","1.4",".447",".552","0.3","0.4",".643","0.3","2.2","2.5","0.8","0.3","0.3","0.5","0.8","4.2","1","10.1",".560",".604",".108","2.3","15.4","9.2","7.0","0.9","1.6","10.8","12.5","0.8","1.2","2.0",".090","-1.2","-0.2","-1.3","0.2","0","1","1","0","0"
"385","D'Angelo Russell","PG","19","LAL","80","48","28.2","4.9","12.0",".410","1.6","4.6",".351","3.3","7.3",".447",".478","1.8","2.4",".737","0.6","2.8","3.4","3.3","1.2","0.2","2.5","1.8","13.2","1","13.2",".507",".387",".199","2.2","11.2","6.5","21.2","2.1","0.5","15.9","24.1","-0.7","0.7","0.0",".001","-0.2","-1.7","-1.8","0.1","1","0","0","0","0"
"386","Robert Sacre","C","26","LAL","25","1","12.8","1.2","3.0",".413","0.0","0.0",".000","1.2","3.0",".413",".413","1.0","1.5",".658","1.3","1.6","2.9","0.6","0.2","0.4","0.5","1.7","3.5","1","10.4",".474",".000",".507","10.4","13.9","12.1","6.9","0.6","2.5","11.6","14.3","0.2","0.1","0.3",".040","-3.5","-0.8","-4.3","-0.2","0","0","0","0","1"
"387","JaKarr Sampson","SF","22","TOT","73","40","15.9","1.9","4.3",".442","0.2","0.9",".222","1.7","3.5",".496",".464","1.1","1.7",".656","0.6","2.0","2.6","0.6","0.3","0.5","1.0","1.9","5.1","1","8.3",".504",".199",".385","4.2","14.0","9.0","6.2","1.0","2.2","15.9","16.6","-0.5","0.6","0.1",".006","-4.6","-0.8","-5.4","-1.0","0","0","0","0","0"
"388","Dennis Schroder","PG","22","ATL","80","6","20.3","4.1","9.8",".421","1.0","3.0",".322","3.2","6.8",".465",".471","1.8","2.3",".791","0.3","2.2","2.6","4.4","0.9","0.1","2.3","1.7","11.0","1","15.5",".510",".306",".233","1.7","11.8","6.9","36.1","2.1","0.4","17.5","28.8","-0.2","2.3","2.2",".064","-0.5","-0.9","-1.4","0.3","1","0","0","0","0"
"389","Luis Scola","PF","35","TOR","76","76","21.5","3.5","7.9",".450","0.9","2.1",".404","2.7","5.8",".467",".504","0.8","1.1",".726","1.1","3.6","4.7","0.9","0.6","0.4","0.9","2.3","8.7","1","13.6",".523",".269",".140","6.0","19.0","12.6","6.8","1.5","1.4","9.7","19.5","1.4","1.9","3.3",".098","-0.8","-0.4","-1.2","0.3","0","0","0","1","1"
"390","Mike Scott","PF","27","ATL","75","0","15.3","2.3","5.0",".468","0.8","2.1",".392","1.5","2.9",".523",".551","0.7","0.8",".794","0.7","2.0","2.7","1.0","0.3","0.2","0.6","1.4","6.2","1","14.0",".575",".420",".168","5.2","14.2","9.8","10.5","1.1","1.2","9.4","17.4","1.7","1.5","3.2",".132","-0.2","-0.4","-0.6","0.4","0","0","0","1","0"
"391","Thabo Sefolosha","SF","31","ATL","75","11","23.4","2.5","5.0",".505","0.6","1.7",".339","1.9","3.3",".589",".562","0.8","1.3",".626","0.7","3.8","4.5","1.4","1.1","0.5","0.9","1.5","6.4","1","12.4",".578",".333",".266","3.3","17.1","10.4","8.8","2.4","1.7","14.1","12.3","1.3","3.2","4.5",".122","-1.7","2.8","1.1","1.4","0","1","1","0","0"
"392","Kevin Seraphin","C","26","NYK","48","0","11.0","1.8","4.3",".410","0.0","0.0",".000","1.8","4.2",".414",".410","0.4","0.5",".826","0.6","2.0","2.6","1.0","0.2","0.8","0.9","1.4","3.9","0","10.8",".435",".010",".112","6.5","19.5","13.1","14.8","0.8","5.2","16.7","22.2","-0.8","0.7","-0.2","-0.015","-5.9","1.5","-4.4","-0.3","0","0","0","1","1"
"393","Ramon Sessions","PG","29","WAS","82","5","20.3","3.4","7.2",".473","0.4","1.4",".324","3.0","5.9",".507",".503","2.6","3.5",".756","0.3","2.2","2.5","2.9","0.6","0.1","1.4","1.2","9.9","1","15.9",".565",".188",".478","1.6","12.2","6.8","22.0","1.3","0.2","13.8","21.8","2.5","1.3","3.8",".109","-0.3","-1.5","-1.8","0.1","1","1","0","0","0"
"394","Iman Shumpert","SG","25","CLE","54","5","24.4","2.1","5.6",".374","0.8","2.7",".295","1.3","2.9",".447",".444","0.7","0.9",".784","0.6","3.2","3.8","1.7","1.0","0.4","1.1","2.2","5.8","0","8.4",".475",".479",".167","2.8","14.6","8.7","9.8","2.1","1.2","14.8","13.2","-0.1","1.8","1.7",".063","-2.1","1.9","-0.2","0.6","0","1","1","0","0"
"395","Jonathon Simmons","SG","26","SAS","55","2","14.8","2.2","4.4",".504","0.3","0.9",".383","1.9","3.5",".533",".541","1.3","1.7",".750","0.3","1.5","1.7","1.1","0.4","0.1","1.0","1.9","6.0","1","11.9",".586",".194",".380","2.3","10.8","6.7","10.4","1.5","0.5","15.8","18.9","0.7","1.3","2.0",".119","-1.1","0.2","-1.0","0.2","0","0","1","0","0"
"396","Henry Sims","C","25","BRK","14","4","18.8","2.4","5.5",".429","0.0","0.0",".000","2.4","5.5",".429",".429","1.8","2.1",".833","1.5","3.6","5.1","0.6","0.6","1.0","0.9","2.6","6.5","0","13.9",".504",".000",".390","8.8","22.2","15.4","5.1","1.7","4.3","11.7","17.3","0.2","0.3","0.4",".079","-3.5","0.9","-2.6","0.0","0","0","0","0","1"
"397","Kyle Singler","SF","27","OKC","68","2","14.4","1.3","3.3",".389","0.4","1.4",".309","0.8","1.8",".452",".457","0.4","0.6",".659","0.7","1.3","2.1","0.4","0.4","0.1","0.5","1.8","3.4","0","6.6",".481",".439",".199","5.9","9.6","7.9","3.2","1.5","0.7","11.7","11.9","0.3","0.8","1.1",".054","-1.7","-0.8","-2.5","-0.1","0","1","1","0","0"
"398","Donald Sloan","PG","28","BRK","61","33","21.6","2.5","5.7",".440","0.6","1.6",".384","1.9","4.1",".462",".494","1.3","1.7",".750","0.3","2.6","2.8","4.4","0.5","0.1","1.3","1.2","7.0","0","13.9",".536",".283",".297","1.4","13.5","7.4","30.0","1.2","0.2","16.8","16.1","1.7","0.3","2.0",".071","-0.3","-2.1","-2.4","-0.1","1","1","0","0","0"
"399","Marcus Smart","PG","21","BOS","61","10","27.3","3.0","8.7",".348","1.0","4.0",".253","2.0","4.7",".427",".405","2.1","2.7",".777","1.2","2.9","4.2","3.0","1.5","0.3","1.3","3.0","9.1","1","11.3",".463",".456",".314","4.8","11.6","8.1","15.8","2.7","0.8","11.7","17.4","0.5","2.4","2.9",".083","-0.6","1.3","0.7","1.1","1","0","0","0","0"
"400","Greg Smith","PF","25","MIN","18","0","10.7","1.0","1.8",".563","0.0","0.0",".000","1.0","1.8",".563",".563","0.4","0.9",".412","0.7","1.7","2.3","0.3","0.2","0.1","0.4","1.6","2.4","0","7.9",".545",".000",".531","7.4","17.9","12.7","4.6","1.1","0.4","15.1","10.8","0.1","0.1","0.2",".045","-3.0","-1.2","-4.3","-0.1","0","0","0","1","1"
"401","Ish Smith","PG","27","TOT","77","53","29.1","5.2","12.6",".411","0.7","2.2",".329","4.4","10.4",".428",".440","1.6","2.3",".693","0.6","3.4","4.0","6.5","1.1","0.3","2.3","1.7","12.6","0","14.9",".465",".176",".182","2.0","13.3","7.5","38.3","1.9","0.8","14.4","23.9","0.0","1.3","1.3",".027","-0.6","-1.1","-1.7","0.1","1","0","0","0","0"
"402","J.R. Smith","SG","30","CLE","77","77","30.7","4.6","11.0",".415","2.6","6.6",".400","1.9","4.4",".438",".535","0.6","0.9",".634","0.6","2.3","2.8","1.7","1.1","0.3","0.8","2.6","12.4","0","12.4",".542",".600",".084","2.1","8.3","5.2","8.5","1.8","0.7","6.3","18.0","3.0","2.5","5.5",".111","1.8","-0.4","1.3","2.0","0","1","1","0","0"
